1.1001,1.04042,1.1242,1.160585,1.142675,1.136885,1.13366,1.140445,1.11225,1.15798,1.123185,1.02884,0.968704,0.956789,0.8367005,0.8725,0.8540895,0.840956,0.8611405,0.8270115,0.852798
0.0,1.080435,1.048065,1.118595,1.12459,1.175595,1.13191,1.14341,1.1406,1.140745,1.136745,1.01254,0.9585885,0.947997,0.9503765,0.834834,0.860488,0.816324,0.839615,0.857912,0.809167
0.0,0.0,1.086475,1.057605,1.11457,1.152135,1.15403,1.15602,1.15587,1.164195,1.124775,1.05196,0.9483595,0.8959365,0.910839,0.89837,0.859186,0.8945365,0.827518,0.819113,0.8268915
0.0,0.0,0.0,1.085765,1.05896,1.11162,1.149815,1.162485,1.136765,1.117575,1.117345,0.9828135,0.982839,0.9003325,0.8773635,0.8784605,0.8512185,0.849928,0.833114,0.82439,0.824322
0.0,0.0,0.0,0.0,1.1008,1.06007,1.120615,1.118075,1.135365,1.120455,1.105865,1.025175,0.947064,0.92028,0.8581295,0.8784635,0.9043385,0.8912285,0.835275,0.86148,0.8844285
0.0,0.0,0.0,0.0,0.0,1.110065,1.036965,1.10485,1.11155,1.14212,1.08554,1.01934,0.9417505,0.8941565,0.8708005,0.857382,0.87861,0.888656,0.876723,0.8788425,0.877108
0.0,0.0,0.0,0.0,0.0,0.0,1.088625,1.02256,1.116675,1.115405,1.10677,0.9836405,0.963308,0.90797,0.908625,0.8897795,0.9030965,0.902866,0.9000095,0.881223,0.8828975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081,1.0553,1.121445,1.07599,1.01764,0.9664725,0.9251085,0.9141515,0.8982065,0.922535,0.916063,0.912395,0.93216,0.978645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08639,1.044345,1.0573,1.0158,0.9755845,0.945697,0.953175,0.94435,0.9823185,0.9105875,0.9447015,0.932242,0.930709
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07837,0.971173,0.9986995,0.9888075,1.0004105,0.9634555,1.00739,1.003335,0.953613,0.9721275,1.02546,1.01402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06279,0.9937465,1.032,1.053785,1.055865,1.054285,1.094105,1.041945,1.07309,1.10258,1.10805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06418,1.029915,1.094415,1.11091,1.129355,1.101145,1.1298,1.155705,1.140745,1.14377
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.078485,1.02963,1.119155,1.09416,1.15165,1.10172,1.104825,1.16624,1.15501
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08805,1.043755,1.12306,1.16004,1.154205,1.131015,1.121835,1.14227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08901,1.05382,1.11606,1.10339,1.13632,1.138135,1.124035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09225,1.04121,1.117625,1.11951,1.154785,1.085225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09538,1.05171,1.11421,1.11369,1.152575
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088745,1.066455,1.12685,1.11555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099635,1.03623,1.1095
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088455,1.04112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07275
