chr1	3660867	3661867	.	48	.	4.87298	-1	-1
chr1	4483033	4484033	.	63	.	6.30252	-1	-1
chr1	4486803	4487803	.	77	.	7.78818	-1	-1
chr1	4561246	4562246	.	39	.	3.94331	-1	-1
chr1	4775165	4776165	.	490	.	49.0247	-1	-1
chr1	4797225	4798225	.	379	.	37.9333	-1	-1
chr1	4800030	4801030	.	29	.	2.98628	-1	-1
chr1	4847997	4848997	.	365	.	36.5183	-1	-1
chr1	5009170	5010170	.	58	.	5.84478	-1	-1
chr1	5072815	5073815	.	285	.	28.5133	-1	-1
chr1	6203899	6204899	.	422	.	42.2782	-1	-1
chr1	6372583	6373583	.	29	.	2.95812	-1	-1
chr1	7078841	7079841	.	363	.	36.3316	-1	-1
chr1	7196224	7197224	.	26	.	2.64252	-1	-1
chr1	7387373	7388373	.	287	.	28.7122	-1	-1
chr1	9535124	9536124	.	397	.	39.704	-1	-1
chr1	9619922	9620922	.	21	.	2.15643	-1	-1
chr1	9690427	9691427	.	283	.	28.3283	-1	-1
chr1	9737884	9738884	.	564	.	56.4416	-1	-1
chr1	9788094	9789094	.	244	.	24.4119	-1	-1
chr1	9838194	9839194	.	167	.	16.7935	-1	-1
chr1	9933581	9934581	.	293	.	29.3711	-1	-1
chr1	9957691	9958691	.	187	.	18.7944	-1	-1
chr1	10027642	10028642	.	685	.	68.5196	-1	-1
chr1	10222490	10223490	.	399	.	39.9198	-1	-1
chr1	10983457	10984457	.	227	.	22.7822	-1	-1
chr1	13283070	13284070	.	24	.	2.44328	-1	-1
chr1	13362311	13363311	.	380	.	38.075	-1	-1
chr1	13416332	13417332	.	143	.	14.363	-1	-1
chr1	13456748	13457748	.	26	.	2.68584	-1	-1
chr1	13484539	13485539	.	22	.	2.25782	-1	-1
chr1	13579256	13580256	.	366	.	36.6325	-1	-1
chr1	13649718	13650718	.	615	.	61.502	-1	-1
chr1	13658598	13659598	.	54	.	5.43133	-1	-1
chr1	14744876	14745876	.	45	.	4.5877	-1	-1
chr1	15795375	15796375	.	604	.	60.4725	-1	-1
chr1	15882247	15883247	.	33	.	3.38634	-1	-1
chr1	16094446	16095446	.	449	.	44.9215	-1	-1
chr1	16508362	16509362	.	173	.	17.394	-1	-1
chr1	16608740	16609740	.	457	.	45.7801	-1	-1
chr1	16646399	16647399	.	584	.	58.4432	-1	-1
chr1	16654906	16655906	.	394	.	39.4908	-1	-1
chr1	16678265	16679265	.	302	.	30.2721	-1	-1
chr1	17087116	17088116	.	191	.	19.18	-1	-1
chr1	20467695	20468695	.	25	.	2.51455	-1	-1
chr1	20607505	20608505	.	115	.	11.5907	-1	-1
chr1	20809748	20810748	.	149	.	14.9637	-1	-1
chr1	20880315	20881315	.	158	.	15.8065	-1	-1
chr1	20941376	20942376	.	92	.	9.25946	-1	-1
chr1	21068631	21069631	.	440	.	44.0791	-1	-1
chr1	21156251	21157251	.	84	.	8.45993	-1	-1
chr1	21208284	21209284	.	268	.	26.8265	-1	-1
chr1	21231437	21232437	.	435	.	43.5947	-1	-1
chr1	21950799	21951799	.	47	.	4.77316	-1	-1
chr1	23194759	23195759	.	51	.	5.1305	-1	-1
chr1	23262826	23263826	.	282	.	28.2987	-1	-1
chr1	23389329	23390329	.	157	.	15.7931	-1	-1
chr1	23769271	23770271	.	27	.	2.74274	-1	-1
chr1	23928433	23929433	.	399	.	39.905	-1	-1
chr1	24011867	24012867	.	363	.	36.3885	-1	-1
chr1	24106449	24107449	.	383	.	38.3337	-1	-1
chr1	24114026	24115026	.	91	.	9.18937	-1	-1
chr1	24685357	24686357	.	442	.	44.2505	-1	-1
chr1	27940439	27941439	.	22	.	2.25802	-1	-1
chr1	30930118	30931118	.	318	.	31.8012	-1	-1
chr1	31005181	31006181	.	477	.	47.7107	-1	-1
chr1	31075982	31076982	.	61	.	6.13006	-1	-1
chr1	33726333	33727333	.	443	.	44.3352	-1	-1
chr1	33776389	33777389	.	251	.	25.1118	-1	-1
chr1	33791017	33792017	.	53	.	5.37345	-1	-1
chr1	33814007	33815007	.	190	.	19.0946	-1	-1
chr1	33870405	33871405	.	348	.	34.8462	-1	-1
chr1	33964679	33965679	.	30	.	3.08668	-1	-1
chr1	34062366	34063366	.	71	.	7.18809	-1	-1
chr1	34067723	34068723	.	133	.	13.3061	-1	-1
chr1	34177671	34178671	.	253	.	25.3688	-1	-1
chr1	34294004	34295004	.	330	.	33.043	-1	-1
chr1	34491425	34492425	.	139	.	13.9202	-1	-1
chr1	34495965	34496965	.	706	.	70.6472	-1	-1
chr1	34516208	34517208	.	167	.	16.7641	-1	-1
chr1	34529255	34530255	.	154	.	15.4923	-1	-1
chr1	34858236	34859236	.	67	.	6.75968	-1	-1
chr1	34898923	34899923	.	334	.	33.4166	-1	-1
chr1	34906440	34907440	.	170	.	17.0791	-1	-1
chr1	36125434	36126434	.	798	.	79.8409	-1	-1
chr1	36188706	36189706	.	38	.	3.80077	-1	-1
chr1	36300449	36301449	.	326	.	32.6588	-1	-1
chr1	36311402	36312402	.	56	.	5.67192	-1	-1
chr1	36320435	36321435	.	20	.	2.05799	-1	-1
chr1	36329682	36330682	.	178	.	17.8226	-1	-1
chr1	36364225	36365225	.	254	.	25.4117	-1	-1
chr1	36424922	36425922	.	357	.	35.7755	-1	-1
chr1	36501464	36502464	.	212	.	21.2095	-1	-1
chr1	36528250	36529250	.	269	.	26.9411	-1	-1
chr1	36568411	36569411	.	252	.	25.255	-1	-1
chr1	36603269	36604269	.	258	.	25.8972	-1	-1
chr1	36613401	36614401	.	388	.	38.8326	-1	-1
chr1	36748375	36749375	.	536	.	53.6559	-1	-1
chr1	36766174	36767174	.	403	.	40.3488	-1	-1
chr1	36838833	36839833	.	84	.	8.47431	-1	-1
chr1	36995849	36996849	.	428	.	42.8645	-1	-1
chr1	37003895	37004895	.	13	.	1.34331	-1	-1
chr1	37085269	37086269	.	74	.	7.41726	-1	-1
chr1	37356423	37357423	.	361	.	36.1314	-1	-1
chr1	37486242	37487242	.	662	.	66.2182	-1	-1
chr1	37597624	37598624	.	75	.	7.56039	-1	-1
chr1	37921807	37922807	.	186	.	18.6363	-1	-1
chr1	37928732	37929732	.	228	.	22.8249	-1	-1
chr1	37946587	37947587	.	536	.	53.6837	-1	-1
chr1	38053448	38054448	.	443	.	44.3061	-1	-1
chr1	38185313	38186313	.	243	.	24.3265	-1	-1
chr1	38266755	38267755	.	38	.	3.82971	-1	-1
chr1	38683371	38684371	.	34	.	3.48694	-1	-1
chr1	39044233	39045233	.	366	.	36.6886	-1	-1
chr1	39249475	39250475	.	86	.	8.67453	-1	-1
chr1	39424740	39425740	.	595	.	59.5877	-1	-1
chr1	39491092	39492092	.	74	.	7.40328	-1	-1
chr1	39534639	39535639	.	496	.	49.6823	-1	-1
chr1	39592471	39593471	.	294	.	29.4428	-1	-1
chr1	39633485	39634485	.	405	.	40.563	-1	-1
chr1	39647770	39648770	.	20	.	2.04322	-1	-1
chr1	39648787	39649787	.	41	.	4.18685	-1	-1
chr1	39957619	39958619	.	185	.	18.5087	-1	-1
chr1	39992858	39993858	.	97	.	9.76033	-1	-1
chr1	40142119	40143119	.	78	.	7.81633	-1	-1
chr1	40281469	40282469	.	234	.	23.4395	-1	-1
chr1	40284764	40285764	.	39	.	3.90118	-1	-1
chr1	40323072	40324072	.	88	.	8.83223	-1	-1
chr1	40381780	40382780	.	37	.	3.75844	-1	-1
chr1	40737376	40738376	.	40	.	4.07246	-1	-1
chr1	40847196	40848196	.	313	.	31.3587	-1	-1
chr1	42769793	42770793	.	21	.	2.10032	-1	-1
chr1	42907753	42908753	.	454	.	45.4078	-1	-1
chr1	43148514	43149514	.	471	.	47.1096	-1	-1
chr1	43154913	43155913	.	675	.	67.5485	-1	-1
chr1	43220151	43221151	.	31	.	3.12941	-1	-1
chr1	43502812	43503812	.	172	.	17.2508	-1	-1
chr1	43541943	43542943	.	33	.	3.38653	-1	-1
chr1	43883984	43884984	.	347	.	34.7875	-1	-1
chr1	43990125	43991125	.	503	.	50.3662	-1	-1
chr1	44098688	44099688	.	22	.	2.24305	-1	-1
chr1	44158071	44159071	.	341	.	34.1601	-1	-1
chr1	44174981	44175981	.	419	.	41.935	-1	-1
chr1	44203989	44204989	.	402	.	40.2196	-1	-1
chr1	44255358	44256358	.	92	.	9.21792	-1	-1
chr1	44608344	44609344	.	122	.	12.2487	-1	-1
chr1	45368149	45369149	.	19	.	1.9436	-1	-1
chr1	45559303	45560303	.	40	.	4.0447	-1	-1
chr1	45852173	45853173	.	340	.	34.0026	-1	-1
chr1	45982165	45983165	.	536	.	53.6697	-1	-1
chr1	46123314	46124314	.	44	.	4.40086	-1	-1
chr1	46910358	46911358	.	310	.	31.0716	-1	-1
chr1	50984020	50985020	.	30	.	3.07153	-1	-1
chr1	51345916	51346916	.	275	.	27.5984	-1	-1
chr1	51349021	51350021	.	49	.	4.90211	-1	-1
chr1	51390145	51391145	.	39	.	3.97264	-1	-1
chr1	51535107	51536107	.	341	.	34.1291	-1	-1
chr1	51565538	51566538	.	55	.	5.50122	-1	-1
chr1	51776449	51777449	.	20	.	2.02826	-1	-1
chr1	51952037	51953037	.	148	.	14.8353	-1	-1
chr1	51971802	51972802	.	391	.	39.1766	-1	-1
chr1	52169985	52170985	.	136	.	13.6906	-1	-1
chr1	52175947	52176947	.	573	.	57.386	-1	-1
chr1	52289944	52290944	.	112	.	11.218	-1	-1
chr1	52556183	52557183	.	434	.	43.4217	-1	-1
chr1	52687154	52688154	.	281	.	28.1135	-1	-1
chr1	52783597	52784597	.	139	.	13.9346	-1	-1
chr1	52873925	52874925	.	347	.	34.7881	-1	-1
chr1	52901544	52902544	.	402	.	40.2771	-1	-1
chr1	53353597	53354597	.	296	.	29.6279	-1	-1
chr1	53370131	53371131	.	391	.	39.1059	-1	-1
chr1	53408879	53409879	.	228	.	22.868	-1	-1
chr1	53841386	53842386	.	386	.	38.6475	-1	-1
chr1	54032223	54033223	.	30	.	3.05794	-1	-1
chr1	54033229	54034229	.	68	.	6.80279	-1	-1
chr1	54034694	54035694	.	103	.	10.3332	-1	-1
chr1	54250628	54251628	.	66	.	6.64588	-1	-1
chr1	54307269	54308269	.	34	.	3.49915	-1	-1
chr1	54494983	54495983	.	291	.	29.1999	-1	-1
chr1	54613865	54614865	.	443	.	44.3647	-1	-1
chr1	54982216	54983216	.	345	.	34.5032	-1	-1
chr1	55083620	55084620	.	550	.	55.0415	-1	-1
chr1	55109480	55110480	.	323	.	32.3155	-1	-1
chr1	55144046	55145046	.	521	.	52.1695	-1	-1
chr1	55188135	55189135	.	492	.	49.2962	-1	-1
chr1	55228387	55229387	.	52	.	5.21535	-1	-1
chr1	55282815	55283815	.	87	.	8.76077	-1	-1
chr1	55293899	55294899	.	289	.	28.9555	-1	-1
chr1	55420000	55421000	.	70	.	7.0741	-1	-1
chr1	55462374	55463374	.	124	.	12.4196	-1	-1
chr1	57029695	57030695	.	338	.	33.859	-1	-1
chr1	57434277	57435277	.	367	.	36.7752	-1	-1
chr1	57447606	57448606	.	22	.	2.2718	-1	-1
chr1	57463258	57464258	.	548	.	54.8986	-1	-1
chr1	57831977	57832977	.	104	.	10.4333	-1	-1
chr1	58026096	58027096	.	248	.	24.8543	-1	-1
chr1	58052458	58053458	.	272	.	27.2124	-1	-1
