chr10	11061989	11066777	Epm2a	4
chr10	114686999	114694728	Tbc1d15	16
chr10	116017972	116023101	Cnot2	1
chr10	116499335	116506920	Cct2	10
chr10	118303546	118307280	Dyrk2	18
chr10	121062769	121063716	Xpot	1
chr10	120899193	120913964	Rassf3	29
chr10	121062769	121063716	Xpot	3
chr10	121883020	121886993	Avpr1a	28
chr10	12588529	12592749	Utrn	2
chr10	126409235	126419123	Ctdsp2	20
chr10	126722720	126728057	Ddit3	5
chr10	126697050	126704872	Dctn2	7
chr10	126722720	126728057	Ddit3	1
chr10	126697050	126704872	Dctn2	5
chr10	126722720	126728057	Ddit3	14
chr10	126697050	126704872	Dctn2	1
chr10	126722720	126728057	Ddit3	3
chr10	127101806	127105416	Tmem194	1
chr10	126722720	126728057	Ddit3	1
chr10	127101806	127105416	Tmem194	16
chr10	126722720	126728057	Ddit3	4
chr10	127806742	127813164	Coq10a	23
chr10	126722720	126728057	Ddit3	3
chr10	127806742	127813164	Coq10a	1
chr10	126722720	126728057	Ddit3	2
chr10	128021606	128030491	Erbb3	5
chr10	126722720	126728057	Ddit3	1
chr10	20030643	20034351	Bclaf1	15
chr10	31163817	31167652	Tpd52l1	11
chr10	40349750	40352004	Ddo	2
chr10	40064953	40076395	Cdk19	5
chr10	40349750	40352004	Ddo	4
chr10	41422709	41429713	Ccdc162	3
chr10	41238829	41241171	Cd164	38
chr10	41422709	41429713	Ccdc162	1
chr10	41238829	41241171	Cd164	3
chr10	41422709	41429713	Ccdc162	1
chr10	41238829	41241171	Cd164	1
chr10	41422709	41429713	Ccdc162	11
chr10	41993265	42018813	Foxo3	67
chr10	42301004	42310478	Ostm1	1
chr10	41993265	42018813	Foxo3	1
chr10	57251502	57253795	Serinc1	7
chr10	58681860	58687168	Sep-10	11
chr10	58784327	58787542	P4ha1	1
chr10	58681860	58687168	Sep-10	1
chr10	58784327	58787542	P4ha1	9
chr10	58865719	58867133	Pla2g12b	19
chr10	59077992	59088133	Ccdc109a	2
chr10	58784327	58787542	P4ha1	1
chr10	59077992	59088133	Ccdc109a	56
chr10	6370930	6373506	Mthfd1l	1
chr10	58865719	58867133	Pla2g12b	1
chr10	59077992	59088133	Ccdc109a	1
chr10	6370930	6373506	Mthfd1l	1
chr10	60607039	60613011	Sgpl1	1
chr10	61148979	61159604	Tysnd1	1
chr10	61177204	61179482	Aifm2	1
chr10	61148979	61159604	Tysnd1	3
chr10	61177204	61179482	Aifm2	3
chr10	62696231	62709335	Herc4	33
chr10	6370930	6373506	Mthfd1l	52
chr10	67005532	67012442	Ado	27
chr10	6370930	6373506	Mthfd1l	1
chr10	68610885	68616513	Rhobtb1	1
chr10	68671398	68676983	A930033H14Rik	19
chr10	7546545	7552868	Zc3h12d	1
chr10	75383667	75384848	Smarcb1	1
chr10	7546545	7552868	Zc3h12d	2
chr10	75383667	75384848	Smarcb1	4
chr10	7546545	7552868	Zc3h12d	41
chr10	75896826	75908250	Pcnt	1
chr10	75383667	75384848	Smarcb1	1
chr10	75896826	75908250	Pcnt	1
chr10	76492157	76497905	Slc19a1	8
chr10	7546545	7552868	Zc3h12d	1
chr10	76874351	76882037	Adarb1	13
chr10	77364988	77368885	Lrrc3	1
chr10	76874351	76882037	Adarb1	1
chr10	77364988	77368885	Lrrc3	6
chr10	77922762	77937932	Pdxk	4
chr10	79252421	79256999	Palm	23
chr10	79628324	79630600	Cirbp	36
chr10	79721641	79726139	Dazap1	1
chr10	79628324	79630600	Cirbp	1
chr10	80085107	80095464	Csnk1g2	1
chr10	79628324	79630600	Cirbp	3
chr10	79721641	79726139	Dazap1	6
chr10	79788286	79805950	Pcsk4	1
chr10	79721641	79726139	Dazap1	3
chr10	80085107	80095464	Csnk1g2	1
chr10	79721641	79726139	Dazap1	1
chr10	79788286	79805950	Pcsk4	7
chr10	80085107	80095464	Csnk1g2	2
chr10	80162340	80166991	Mob3a	1
chr10	80085107	80095464	Csnk1g2	1
chr10	80162340	80166991	Mob3a	1
chr10	80085107	80095464	Csnk1g2	1
chr10	80162340	80166991	Mob3a	2
chr10	80085107	80095464	Csnk1g2	7
chr10	80162340	80166991	Mob3a	1
chr10	80126309	80139337	Mknk2	8
chr10	80085107	80095464	Csnk1g2	1
chr10	80126309	80139337	Mknk2	3
chr10	80162340	80166991	Mob3a	12
chr10	80085107	80095464	Csnk1g2	1
chr10	80162340	80166991	Mob3a	1
chr10	80379979	80385696	Lmnb2	1
chr10	80085107	80095464	Csnk1g2	1
chr10	80162340	80166991	Mob3a	2
chr10	80379979	80385696	Lmnb2	20
chr10	80162340	80166991	Mob3a	1
chr10	80379979	80385696	Lmnb2	3
chr10	80162340	80166991	Mob3a	3
chr10	80379979	80385696	Lmnb2	2
chr10	80085107	80095464	Csnk1g2	1
chr10	80162340	80166991	Mob3a	1
chr10	80379979	80385696	Lmnb2	1
chr10	80749711	80754217	Tjp3	1
chr10	80730061	80735994	Apba3	1
chr10	80162340	80166991	Mob3a	1
chr10	80730061	80735994	Apba3	4
chr10	80379979	80385696	Lmnb2	1
chr10	80730061	80735994	Apba3	16
chr10	80749711	80754217	Tjp3	3
chr10	80162340	80166991	Mob3a	1
chr10	80749711	80754217	Tjp3	13
chr10	80379979	80385696	Lmnb2	1
chr10	80730061	80735994	Apba3	1
chr10	80085107	80095464	Csnk1g2	1
chr10	80730061	80735994	Apba3	2
chr10	80749711	80754217	Tjp3	1
chr10	82292658	82298130	Txnrd1	4
chr10	84037827	84054806	Tcp11l2	3
chr10	84645761	84656623	Cry1	3
chr10	7546545	7552868	Zc3h12d	1
chr10	85755898	85767038	Timp3	64
chr10	86307598	86314570	AC112790.1	6
chr10	89082313	89087148	Slc17a8	59
chr10	89192052	89195271	Actr6	4
chr10	92998367	93005291	Amdhd1	7
chr11	100389057	100395189	Acly	6
chr11	100980421	100984169	Tubg1	1
chr11	100711239	100713156	Stat5b	1
chr11	101036486	101037110	Ccr10	1
chr11	101162079	101169615	Becn1	1
chr11	100980421	100984169	Tubg1	1
chr11	101036486	101037110	Ccr10	1
chr11	101162079	101169615	Becn1	1
chr11	101036486	101037110	Ccr10	1
chr11	101162079	101169615	Becn1	1
chr11	100980421	100984169	Tubg1	1
chr11	101036486	101037110	Ccr10	1
chr11	101162079	101169615	Becn1	1
chr11	100980421	100984169	Tubg1	1
chr11	101036486	101037110	Ccr10	1
chr11	101162079	101169615	Becn1	1
chr11	100980421	100984169	Tubg1	1
chr11	101162079	101169615	Becn1	1
chr11	100980421	100984169	Tubg1	25
