3	11	6	2	5	2	2	0	22	1	9
2	2	10	3	4	4	10	1	2	1	1
0	14	3	1	4	22	3	0	5	1	8
2	8	4	12	6	0	2	0	2	4	6
1	9	0	10	6	6	0	0	0	2	0
1	4	1	1	9	2	1	11	5	6	8
1	2	9	0	3	8	3	2	16	10	12
2	0	7	14	1	0	7	2	5	10	3
16	1	1	0	5	5	1	0	7	4	11
5	9	6	1	3	2	11	4	3	17	2
5	10	15	4	2	6	11	5	2	7	2
3	8	4	0	1	5	7	4	0	2	2
6	0	3	9	3	3	3	3	9	1	16
0	12	12	8	5	2	6	1	16	2	1
9	3	2	1	2	2	11	15	12	0	20
5	6	0	15	5	4	6	0	9	4	2
2	8	0	5	9	6	11	1	3	1	2
15	11	6	19	6	4	16	0	26	16	2
0	3	1	1	10	2	9	15	11	2	6
1	0	4	0	0	4	7	7	1	0	10
10	0	0	2	11	8	8	2	10	2	17
0	7	14	14	9	8	21	0	1	20	1
0	1	3	3	12	0	5	14	4	10	30
6	2	4	0	1	0	2	1	16	0	20
7	5	27	10	1	4	14	8	6	0	2
7	0	11	0	0	0	8	8	15	4	8
5	4	5	0	2	5	0	8	5	8	1
4	1	6	3	0	26	2	1	6	12	1
0	3	2	0	4	5	7	6	7	7	2
14	2	1	1	2	6	3	0	2	9	1
2	12	19	4	6	16	2	10	3	0	10
16	2	4	8	3	10	0	1	2	17	7
0	2	9	0	2	4	0	3	7	12	0
2	16	2	4	0	4	4	7	1	15	0
1	6	0	17	12	6	0	1	2	9	6
3	16	1	20	10	10	1	0	2	6	7
0	3	0	10	0	3	4	6	12	1	4
5	7	0	3	3	4	3	2	3	0	2
2	8	6	6	3	3	15	1	20	1	4
12	9	4	11	10	2	3	2	1	2	7
2	2	0	6	4	0	7	1	3	3	12
1	6	1	2	5	2	1	6	3	1	1
10	0	4	1	12	3	10	11	0	0	5
3	3	4	10	1	0	3	1	8	6	7
0	6	11	13	0	0	5	1	3	5	1
19	0	20	2	6	1	1	8	2	4	3
1	0	2	2	6	5	1	1	2	1	5
11	15	11	10	0	16	1	0	5	8	6
3	5	1	36	1	0	8	11	1	0	0
2	0	11	1	22	1	17	20	0	0	6
17	5	9	7	4	9	8	11	1	0	0
8	10	2	8	1	2	6	0	0	5	8
11	0	6	3	7	5	15	2	6	0	3
2	6	2	1	0	3	8	0	17	1	5
0	0	14	10	11	6	7	0	6	3	8
2	3	15	10	6	5	2	0	6	1	0
10	36	5	1	3	2	1	6	1	5	0
6	3	14	0	8	5	0	8	2	0	0
7	3	5	12	2	6	5	1	6	1	2
14	1	2	1	5	16	3	3	7	3	11
2	15	5	1	10	1	4	0	0	4	11
7	0	6	1	7	6	9	2	0	1	5
17	1	15	1	6	9	8	7	18	5	19
22	0	0	3	7	1	0	6	0	4	8
12	4	0	2	1	4	5	1	29	0	10
10	4	1	14	26	4	6	1	0	11	10
3	1	1	2	0	8	1	9	0	0	3
2	0	10	1	26	12	0	1	1	8	0
0	3	2	14	10	11	6	1	0	0	0
1	15	2	1	4	1	7	2	7	2	6
8	6	3	4	1	17	5	1	9	3	1
20	0	3	8	26	2	11	6	10	0	2
0	2	10	6	14	2	4	1	14	13	2
12	0	0	0	7	2	15	4	1	4	5
9	0	2	2	1	7	13	20	22	15	5
2	7	6	7	8	6	3	0	8	0	4
2	1	4	9	0	2	11	3	0	13	0
1	7	4	11	3	5	8	0	2	4	0
3	3	3	8	0	2	3	0	0	6	8
8	3	0	2	1	4	2	2	1	3	9
0	3	5	3	12	3	4	2	0	8	0
0	5	2	3	13	8	4	9	0	13	12
15	2	2	0	4	3	3	0	0	5	0
6	3	7	0	7	5	6	0	0	1	3
20	0	5	2	5	2	29	0	6	2	10
14	11	0	13	4	4	6	0	14	6	20
11	2	12	10	3	19	0	6	9	1	2
0	0	8	3	8	3	36	1	8	4	7
1	5	1	11	9	7	6	20	2	12	1
8	4	6	1	26	3	1	5	2	16	1
0	0	10	15	3	0	0	0	6	3	0
4	9	0	4	6	2	0	2	2	1	16
0	0	4	7	0	1	5	6	3	2	11
0	8	2	3	6	17	15	26	5	9	0
1	10	12	12	1	6	0	3	0	4	0
1	22	13	9	6	1	7	9	0	7	8
15	14	1	3	6	5	14	5	0	1	6
4	7	0	6	3	1	2	9	3	11	0
4	0	0	0	3	18	5	4	3	6	10
1	7	0	7	8	0	3	10	9	36	11
