30	16	49	15	6	18	3	70	7	4	2	13	3	60	3	32
4	137	23	24	26	20	12	19	10	109	22	4	2	21	44	5
13	29	2	18	61	2	3	20	21	7	17	3	12	28	8	26
63	22	13	5	28	6	1	27	22	15	44	4	3	52	2	41
1	43	7	20	5	15	17	30	7	39	11	3	60	10	1	43
16	6	13	11	7	3	16	4	9	34	36	47	7	39	25	25
4	4	35	2	9	23	4	26	6	6	11	3	6	3	23	30
59	35	6	1	3	39	10	18	26	14	8	2	7	2	72	59
13	19	11	9	6	34	12	1	19	25	23	28	24	4	3	27
25	20	39	5	14	7	1	27	1	30	3	109	5	25	14	19
21	23	22	59	6	43	32	22	29	2	1	42	69	17	6	7
11	11	2	5	3	21	8	4	39	36	52	4	27	19	20	11
9	26	46	17	76	2	2	29	23	22	9	8	33	1	8	34
8	17	21	19	37	52	13	24	45	1	18	6	5	9	66	8
13	26	16	32	3	5	23	15	17	10	3	4	32	67	54	13
10	25	13	39	7	29	2	9	77	23	9	12	16	8	11	10
17	12	46	44	5	6	28	16	16	30	38	11	21	23	46	29
6	44	27	7	53	4	13	3	8	1	48	149	68	5	23	6
47	40	6	21	2	4	39	40	22	39	5	11	21	7	2	11
28	46	28	21	4	59	7	32	9	8	1	46	22	6	12	28
6	5	77	19	6	3	18	8	1	20	4	20	6	11	6	5
2	40	4	5	22	23	21	8	6	28	3	33	5	33	35	18
23	18	38	18	16	18	12	3	22	25	39	12	6	34	23	18
21	8	5	23	7	2	4	3	19	8	1	12	52	3	92	21
18	8	13	18	1	24	6	1	6	19	19	3	46	10	7	15
6	32	38	21	16	36	54	24	26	1	137	21	37	3	7	6
10	46	40	46	18	13	4	11	18	4	27	12	52	5	75	7
23	28	1	34	9	19	84	5	2	22	20	34	5	3	23	28
66	7	70	20	22	60	5	7	2	20	2	23	1	12	5	23
3	12	7	9	4	10	9	6	51	3	20	4	35	25	3	12
29	47	24	9	8	2	68	23	16	11	11	5	46	18	4	29
12	20	17	24	2	17	19	5	45	7	39	11	9	18	51	12
2	69	5	30	7	44	4	17	23	3	103	6	1	20	2	17
18	3	70	27	48	2	23	6	20	1	4	5	9	21	10	18
10	6	10	103	59	6	39	33	1	7	55	62	59	8	22	9
75	4	40	25	12	3	8	50	56	9	7	7	47	29	9	75
13	8	18	6	27	71	6	11	16	9	23	5	18	3	6	84
3	10	45	2	15	12	2	46	32	9	4	37	6	19	6	23
12	43	4	21	41	58	43	25	8	35	6	23	35	16	9	12
43	6	9	36	22	17	14	68	16	6	13	8	27	7	9	69
8	61	39	19	9	15	2	4	8	3	17	68	17	10	4	2
6	2	4	20	68	12	16	7	58	31	10	24	5	7	11	6
5	84	53	9	13	23	23	21	13	9	43	9	25	5	26	5
5	8	53	26	39	4	6	39	8	27	6	18	8	4	9	5
27	10	6	27	23	18	28	6	11	29	3	15	36	49	8	39
17	26	37	4	40	33	6	38	5	27	15	7	6	4	3	17
16	36	22	7	16	5	41	25	49	1	142	4	12	21	22	16
18	76	17	49	1	44	6	2	2	71	48	1	62	36	16	28
17	19	32	8	76	18	2	13	72	21	4	7	52	1	41	16
55	4	7	11	32	4	21	5	7	36	4	32	2	46	3	55
17	1	19	13	7	28	7	9	39	7	3	19	9	9	17	1
1	30	59	1	32	8	12	7	43	9	9	40	39	2	38	1
30	10	18	13	18	2	30	2	41	9	2	1	19	7	52	2
24	5	3	18	46	18	10	25	51	6	26	5	3	37	18	25
1	30	30	6	72	27	2	72	6	37	23	10	15	9	21	33
7	9	52	17	2	42	3	23	15	4	7	23	17	11	2	3
7	7	16	3	46	5	23	6	4	48	37	2	52	8	2	12
9	9	37	3	4	5	3	4	1	4	2	7	5	7	9	16
17	50	4	14	34	50	15	3	3	36	35	2	30	8	27	4
21	25	62	46	4	29	17	19	14	5	11	11	13	46	21	25
23	33	4	21	1	20	27	111	23	8	52	38	25	93	8	68
15	36	3	15	15	12	14	2	23	21	3	28	1	7	68	9
39	10	7	5	8	4	18	24	24	45	9	6	5	34	8	39
6	14	15	4	18	4	8	43	42	43	5	6	4	6	6	14
46	11	17	11	1	11	3	50	9	22	13	6	4	45	7	1
7	1	11	11	33	16	37	13	21	15	93	8	1	15	28	7
13	11	21	6	5	12	2	47	23	41	3	27	2	5	46	13
39	59	6	4	11	21	34	5	66	8	3	72	11	71	39	59
21	4	27	3	22	2	1	6	6	17	54	7	31	11	9	21
15	12	2	83	21	27	5	14	11	26	46	11	17	2	1	19
19	15	15	6	14	7	7	13	22	35	48	3	3	29	29	19
2	8	3	27	17	25	30	7	4	1	6	49	25	28	1	7
9	4	6	9	21	2	9	4	29	24	84	17	3	4	4	3
4	28	25	9	16	9	6	62	3	4	27	18	40	7	2	46
5	7	5	4	12	17	14	3	76	53	28	16	10	66	9	5
4	3	38	35	7	11	9	9	7	9	36	6	38	39	52	4
9	5	19	8	5	18	15	6	22	17	13	28	4	4	1	11
4	6	5	11	50	7	32	7	41	59	15	26	18	22	41	11
21	14	36	19	21	24	50	7	2	68	24	9	1	16	3	21
3	5	4	44	11	17	4	32	7	8	9	5	4	59	6	76
70	83	46	27	24	8	12	11	8	9	59	39	5	5	70	83
5	1	11	3	3	25	11	24	55	25	68	42	8	44	5	1
3	11	4	15	14	7	9	20	27	39	10	7	45	11	1	3
40	6	36	2	2	9	3	4	29	19	48	51	21	7	36	125
17	4	25	32	19	40	5	5	16	25	4	8	10	40	17	4
11	11	2	12	2	25	26	15	7	2	1	13	1	7	34	11
44	20	9	28	84	6	2	4	1	22	3	6	5	1	11	44
46	2	1	18	22	3	29	9	14	24	6	6	18	32	15	39
55	6	9	11	5	24	2	8	4	3	45	2	71	24	4	55
38	12	8	5	8	29	26	5	11	7	1	3	8	2	28	1
40	26	2	7	11	13	1	18	2	45	13	4	8	62	11	32
